layer_height,wall_thickness,infill_density,nozzle_temperature,bed_temperature,print_speed,fan_speed,roughness,tension_strenght,elongation,infill_pattern_grid,infill_pattern_honeycomb,material_abs,material_pla
0.7222222222222221,0.0,0.5,0.7999999999999998,0.75,0.25,0.75,0.7723342939481268,0.1515151515151515,0.0689655172413792,0.0,1.0,1.0,0.0
0.7222222222222221,0.6666666666666665,0.875,1.0,1.0,0.25,1.0,0.8789625360230547,0.2727272727272727,0.1034482758620689,1.0,0.0,1.0,0.0
0.7222222222222221,0.2222222222222222,0.875,0.0,0.0,0.25,0.0,0.4927953890489913,0.8787878787878788,0.8275862068965517,0.0,1.0,0.0,1.0
0.7222222222222221,0.3333333333333333,0.5,0.0999999999999996,0.25,0.25,0.25,0.5504322766570605,0.6060606060606061,0.4827586206896551,1.0,0.0,0.0,1.0
0.7222222222222221,1.0,0.25,0.2000000000000001,0.5,0.25,0.5,0.4236311239193083,0.6666666666666666,0.5862068965517242,0.0,1.0,0.0,1.0
0.7222222222222221,0.5555555555555556,0.375,0.2999999999999998,0.75,0.25,0.75,0.4351585014409221,0.5454545454545455,0.6551724137931034,1.0,0.0,0.0,1.0
0.7222222222222221,0.0,0.0,0.4000000000000003,1.0,0.25,1.0,0.409221902017291,0.0,0.1034482758620689,0.0,1.0,0.0,1.0
1.0,0.3333333333333333,0.875,0.4000000000000003,0.0,0.0,0.0,0.5504322766570605,0.9393939393939392,1.0,1.0,0.0,1.0,0.0
1.0,0.8888888888888888,1.0,0.5,0.25,0.0,0.25,0.7348703170028819,0.9090909090909092,0.9310344827586208,0.0,1.0,1.0,0.0
1.0,0.6666666666666665,0.25,0.6000000000000005,0.5,0.0,0.5,0.7982708933717579,0.7272727272727273,0.6206896551724138,1.0,0.0,1.0,0.0
1.0,0.5555555555555556,1.0,0.7999999999999998,0.75,0.0,0.75,0.9769452449567724,0.7272727272727273,0.4137931034482759,0.0,1.0,1.0,0.0
1.0,0.2222222222222222,0.875,1.0,1.0,0.0,1.0,0.9682997118155618,0.5151515151515151,0.2413793103448276,1.0,0.0,1.0,0.0
1.0,0.4444444444444445,0.625,0.0,0.0,0.0,0.0,0.8645533141210374,0.7272727272727273,0.7931034482758621,0.0,1.0,0.0,1.0
1.0,0.3333333333333333,0.125,0.0999999999999996,0.25,0.0,0.25,0.7031700288184438,0.303030303030303,0.4827586206896551,1.0,0.0,0.0,1.0
1.0,0.4444444444444445,0.625,0.2000000000000001,0.5,0.0,0.5,0.7406340057636888,0.787878787878788,0.9655172413793104,0.0,1.0,0.0,1.0
1.0,0.6666666666666665,0.375,0.2999999999999998,0.75,0.0,0.75,0.6426512968299711,0.7575757575757576,0.9655172413793104,1.0,0.0,0.0,1.0
1.0,0.2222222222222222,0.625,0.4000000000000003,1.0,0.0,1.0,0.5734870317002881,0.696969696969697,0.9310344827586208,0.0,1.0,0.0,1.0
